"publ_id","publ_titulo","publ_ano","publ_doi","publ_numero","publ_volumen","publ_paginainicio","publ_paginafinal","publ_issn"
9682,"Evaluation of the stability of Paecilomyces sp and Beauveria bassiana under ultraviolet radiation","2009",NULL,"1","35","1","6",NULL
9683,"Evaluation of three Lolium perenne L. cultivars with dairy cows, in the high tropic of Nariño-Colombia","2019",NULL,"2","42","161","170",NULL
9034,"Evaluation of three methods for preservation of Azotobacter: freeze-drying, cryopreservation, and immobilization in dry polymers","2013","10.11144/javeriana.sc18-2.etmp","2","18","129","129","['2027-1352', '0122-7483']"
9684,"Evaluation of tillage tools at different working speeds and soil water contents","2007",NULL,"1","67","60","67","3652807"
9685,"Evaluation of tolerance to Phytophthora cinnamomi Rands in avocado germplasm Persea americana Miller","2017",NULL,"1","66",NULL,NULL,"1202812"
9035,"Event-based hydrology and sedimentation in paired watersheds under commercial eucalyptus and grasslands in the Brazilian Pampa biome","2021","10.1016/j.iswcr.2020.10.008","2","9","180","194","['2095-6339']"
9036,"Evidence for biological nitrification inhibition in
            <i>Brachiaria</i>
            pastures","2009","10.1073/pnas.0903694106","41","106","17302","17307","['0027-8424', '1091-6490']"
9037,"Evidence for horizontal gene transfer and separation of effector recognition from effector function revealed by analysis of effector genes shared between cape gooseberry- and tomato-infecting formae speciales of <i>Fusarium oxysporum</i>","2018","10.1111/mpp.12700","10","19","2302","2318","['1464-6722']"
9038,"Evidence of recent interspecies horizontal gene transfer regarding nucleopolyhedrovirus infection of Spodoptera frugiperda","2015","10.1186/s12864-015-2218-5","1","16",NULL,NULL,"['1471-2164']"
9039,"Evidence of Sexual Selection in Neoleucinodes elegantalis (Lepidoptera: Crambidae): Correlation of Female Moth Genitalia and Solanaceae Host Fruit Size","2015","10.1093/aesa/sav011","3","108","272","281","['0013-8746', '1938-2901']"
4683,"Evolución de la composición botánica en pradera de Kikuyo (Pennisetum clandestinum) recuperada mediante escarificación mecánica y fertilización con compost.","2004",NULL,"1","5","70","75",NULL
6280,"Evolución de las propiedades del suelo en un arreglo agrosilvopastoril basado en Ceiba roja (Pachira quinata (Jacq.) W.S. Alverson)","2013",NULL,NULL,NULL,NULL,NULL,NULL
9040,"Evolution of petaloidy in the zingiberales: An assessment of the relationship between ultrastructure and gene expression patterns","2015","10.1002/dvdy.24280","9","244","1121","1132","['1058-8388']"
10395,"Ewe­lamb behavior of tropical sheep and the effect on the initial weight of lambs","2021","10.53588/alpa.291202","1-feb","29","11","20","2075-8359"
9041,"Ex-Ante Evaluation of Economic Impacts of Adopting Improved Forages in the Colombian Orinoquía","2021","10.3389/fenvs.2021.673481",NULL,"9",NULL,NULL,"['2296-665X']"
4654,"Exclusión de linajes como estrategía para la obtención de resistencia durable en el arroz a Pyricularia grisea Sacc. en Colombia.","2003",NULL,"1","4","15","28",NULL
9686,"Experimental analysis of the evaporation of sugar cane juice by film on a flat plate","2013",NULL,"2","14","113","127",NULL
9042,"Experimental mixtures of Phthorimaea operculella granulovirus isolates provide high biological efficacy on both Phthorimaea operculella and Tecia solanivora (Lepidoptera: Gelechiidae)","2012","10.1016/j.jip.2012.04.012","3","110","375","381","['0022-2011']"
9687,"EXPERIMENTAL PLANS WHEN STUDYING THE ACID HYDROLYSIS OF PINE SAW DUST TO PRODUCE ETHANOL","2021",NULL,NULL,NULL,"89","102",NULL
9688,"Exploratory review of the antibacterial and antifungal activity of Lippia alba (Mill.) N. E. Br (bushy matgrass)","2019",NULL,"1","24",NULL,NULL,"10284796"
9043,"Exploring the diversity and distribution of crop wild relatives of cacao (Theobroma cacao L.) in Colombia","2020","10.1007/s10722-020-00960-1","8","67","2071","2085","['0925-9864', '1573-5109']"
10010,"Expresión proteica del fluido folicular asociado a la calidad del oocito de vacas Cebú","2020","10.22579/20112629.598","1","24","32","41","['2011-2629', '0121-3709']"
9044,"Extensive diversity and inter-genepool introgression in a world-wide collection of indeterminate snap bean accessions","2010","10.1007/s00122-010-1262-4","7","120","1381","1391","['0040-5752', '1432-2242']"
10359,"Extracción y caracterización de almidón de chachafruto (Erythrina edulis Triana)","2016",NULL,NULL,"1 (Suplemento)","S5","S8","2539-4142"
9045,"Extreme climate refugia: a case study of wild relatives of cacao (Theobroma cacao) in Colombia","2021","10.1007/s10531-021-02327-z","1","31","161","182","['0960-3115', '1572-9710']"
9046,"Extreme climate variability weakens a major tropical agricultural hub","2020","10.1016/j.ecolind.2019.106015",NULL,"111","106015",NULL,"['1470-160X']"
4908,"Factores ambientales y genéticos que influyen la edad al primer parto y el intervalo entre partos en hembras de la raza criolla Romosinuano.","2007",NULL,"2",NULL,"74","80",NULL
4845,"Factores asociados con la calidad de la carne. II parte : perfil de ácidos grasos de la carne bovina en 40 empresas ganaderas de la región Caribe y el Magdalena Medio.","2007","10.21930/rcta.vol8_num2_art:96","2","8","66","73",NULL
4711,"Factores asociados con la calidad de la carne. I parte : la terneza de la carne bovina en 40 empresas ganaderas de la región Caribe y el Magdalena Medio.","2007","10.21930/rcta.vol8_num2_art:95","2","8","60","65",NULL
10051,"Factores de incidencia de conductas ambientales negativas hacia las ciénagas de Bañó y Los Negros","2015","10.15359/ree.19-3.6","3","19","15","15","['1409-4258']"
9937,"Factores determinantes del aumento en el consumo de hortalizas frescas por habitantes de la región Caribe de Colombia","2019","10.15446/acag.v68n1.72334","1","68","1","1","['2323-0118', '0120-2812']"
4844,"Factores que determinan el consumo de potencia en los molinos paneleros.","1985",NULL,"3","20","168","176",NULL
6462,"Factores que determinan la adopción del ensilaje en unidades de producción ganaderas en el trópico seco del noroeste de México","2019","10.21930/rcta.vol20_num3_art:1586",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
4791,"Factores que determinan la capacidad de los molinos paneleros.","1984",NULL,"4",NULL,"419","424",NULL
4697,"Factores que determinan la extracción en molinos paneleros.","1984",NULL,"3",NULL,"341","348",NULL
10001,"Factores que intervienen en el proceso de mineralización de nitrógeno cuando son aplicadas enmiendas orgánicas al suelo. Una revisión","2017","10.17584/rcch.2017v11i1.5663","1","11","200","209","['2422-3719', '2011-2173']"
10135,"Factores relacionados con la población de Paraleyrodes sp. pos. Bondari (Hemiptera: Aleyrodidae) en aguacate","2016","10.25100/socolen.v42i2.6679","2","42","103","103","['0120-0488']"
9047,"Factors Affecting the Dynamics of Frosty Pod Rot in the Main Cocoa Areas of Santander State, Colombia","2019","10.1094/pdis-10-18-1761-re","7","103","1665","1673","['0191-2917', '1943-7692']"
10431,"Factors that determine the integration of the vegetable value chain in the Caribbean region of Colombia: Measuring integration","2021","10.53287/aebb3877ni63q","2","8","79","86","2409-1618"
9048,"Factors that influence the survival of dairy cows milked once a day","2017","10.1080/00288233.2017.1384393","1","61","42","56","['0028-8233', '1175-8775']"
9049,"Fatty acid content of avocados (Persea americana Mill. cv. Hass) in relation to orchard altitude and fruit maturity stage","2015","10.15446/agron.colomb.v33n2.49902","2","33","220","227","['2357-3732', '0120-9965']"
9689,"Feeding heifers with silage of sorghum stubble and protein in supplements","1996",NULL,"2","8","1","8","1213784"
8972,"Feeding regulates sex pheromone attraction and courtship in Drosophila females","2015","10.1038/srep13132","1","5",NULL,NULL,"['2045-2322']"
4688,"Fenología del cultivo de arveja (Pisum sativum L. var. Santa Isabel) en la sabana de Bogotá en campo abierto y bajo cubierta plástica","2009",NULL,"1","10","5","15",NULL
6478,"Fenología reproductiva, biología floral y visitantes florales en los cultivares de mango (Mangifera indica L.) Hilacha y Tommy Atkins en el valle del alto Magdalena (Colombia).","2010","10.21930/rcta.vol12_num1_art:212",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
9050,"Fertility recovery of anther-derived haploid plants in Cape gooseberry (Physalis peruviana L.)","2018","10.15446/agron.colomb.v36n3.73108","3","36","201","209","['2357-3732', '0120-9965']"
9984,"Fertilización con nitrógeno, fósforo, potasio y calcio en mora (Rubus glaucus Benth.): Efecto sobre Antracnosis bajo condiciones controladas","2019","10.15446/acag.v68n3.68337","3","68","228","236","['2323-0118', '0120-2812']"
4753,"Fertilización del arroz bajo riego (Oryza sativa L.) con roca fosfórica (RF) y superfosfato triple (SFT) en un oxisol del Piedemonte Llanero.","1988",NULL,NULL,"23","183","191","0018 - 8794"
4747,"Fertilización del arroz de secano en los Llanos Orientales (Resultados preliminares)","1978",NULL,"3","13","493","502","0018-894"
9051,"Field resistance of advanced breeding lines of upland cotton to ramulosis caused by Colletotrichum gossypii var. cephalosporioides","2019","10.1016/j.cropro.2019.04.008",NULL,"122","49","56","['0261-2194']"
10429,"FINANCIAL DEBT OF THE CONSTRUCTION SECTOR IN COLOMBIA BETWEEN 2012-2015","2021",NULL,"3","18","4870","4878","1567-214X"
6289,"Financial viability for the production of gulupa (Passiflora edulis Sims) and for its exportation to the Spanish market||Viabilidad financiera para la producción y exportación de gulupa (Passiflora edulis Sims) hacia el mercado español","2013",NULL,NULL,NULL,NULL,NULL,NULL
9052,"Fine cocoa beans production: Tracking aroma precursors through a comprehensive analysis of flavor attributes formation","2021","10.1016/j.foodchem.2021.130627",NULL,"365","130627",NULL,"['0308-8146']"
10308,"Fine Grained Longitudinal Analysis of Cocoa Bean Fermentation Provides Insights into the Dynamics of Microbial Populations","2019","10.1101/702225",NULL,NULL,"702225",NULL,NULL
9053,"Fine Resolution Analysis of Microbial Communities Provides Insights Into the Variability of Cocoa Bean Fermentation","2020","10.3389/fmicb.2020.00650",NULL,"11",NULL,NULL,"['1664-302X']"
10413,"Fique (Furcraea macrophylla) Response to Different Light Environments and Fertilizer Fractionation Methods","2021",NULL,"2","25","83","95","0188-7890"
9054,"First Record of Aethina tumida Murray (Coleoptera: Nitidulidae) in Colombia","2021","10.3954/jaue21-09","1","37","33","33","['1523-5475']"
9055,"First record of Crypticerya zeteki (Cockerell, 1914) (Monophlebidae) in Brazil and Maconellicoccus hirsutus (Green, 1908) (Pseudococcidae) in the state of Maranhão","2017","10.1590/1519-6984.05416","1","78","87","90","['1678-4375', '1519-6984']"
9056,"First Record of <i>Myelobia smerintha</i> (Hübner) (Lepidoptera: Pyralidae: Crambinae) in Sugarcane in Colombia","2017","10.3954/jaue17-12.1","1","33","105","110","['1523-5475', '2153-652X']"
9057,"First record of Phidotricha erigens (Lepidoptera: Pyralidae) feeding on Furcraea spp. in Colombia","2021","10.1590/0034-737x202168060015","6","68","624","627","['2177-3491', '0034-737X']"
10440,"First record of Pulvinaria floccifera (Westwood, 1870) (Hemiptera: Coccomorpha: Coccidae), for Cuba, with a key to the species of the genus Pulvinaria in the country","2021",NULL,"512",NULL,"1","6","2410-7492"
8890,"First record of the Bermuda grass scale Odonaspis ruthae Kotinsky, 1915 (Hemiptera: Coccomorpha: Diaspididae) in Colombia","2016",NULL,NULL,"485","1","6","0749-6737"
10357,"First records of the iceryine scale insects Crypticerya brasiliensis (Hempel) and Crypticerya genistae (Hempel) (Hemiptera: Monophlebidae) for Colombia.","2016",NULL,NULL,"477","479","484","0749-6737"
9058,"First Report of Banana Streak Virus Infecting Sugarcane and Arrowroot in Colombia","1997","10.1094/pdis.1997.81.5.552b","5","81","552","552","['0191-2917', '1943-7692']"
9063,"First Report of Hemilecanium theobromae Newstead (Hemiptera: Coccomorpha: Coccidae) from India","2020","10.4001/003.028.0425","2","28","425","425","['1021-3589']"
9059,"First Report of <i>Bionectria pseudochroleuca</i> Causing Dieback and Wilting on Avocado in the Serrania de Perijá, Colombia","2018","10.1094/pdis-01-17-0010-pdn","1","102","238","238","['0191-2917', '1943-7692']"
9060,"First Report of <i>Citrus leprosis virus</i> Nuclear Type in Sweet Orange in Colombia","2014","10.1094/pdis-02-14-0117-pdn","8","98","1162","1162","['0191-2917', '1943-7692']"
9061,"First Report of <i>Colletotrichum gossypii</i> var. <i>cephalosporioides</i> Causing Cotton Ramulosis in Colombia","2016","10.1094/pdis-08-15-0933-pdn","3","100","653","653","['0191-2917', '1943-7692']"
9062,"First Report of <i>Diaporthe ueckerae</i> Causing Stem Canker on Soybean (<i>Glycine max</i>) in Colombia","2021","10.1094/pdis-04-21-0718-pdn","12","105","4162",NULL,"['0191-2917', '1943-7692']"
9064,"First Report of <i>Hibiscus-infecting cilevirus</i> in <i>Citrus sinensis</i> in Meta and Casanare, Colombia","2018","10.1094/pdis-01-18-0150-pdn","8","102","1675","1675","['0191-2917', '1943-7692']"
9065,"First Report of Lettuce Big-Vein Disease Associated with Mirafiori Lettuce Big-Vein Virus and Lettuce Big-Vein Associated Virus in Colombia","2020","10.1094/pdis-07-19-1471-pdn","3","104","1000",NULL,"['0191-2917', '1943-7692']"
9859,"First report of Pseudococcus viburni (Hemiptera: Pseudococcidae) in Colombia: Morphometric and molecular analysis, with notes on morphological variation in specimens from Brazil and Colombia","2021","10.1111/azo.12411",NULL,NULL,NULL,NULL,"17272"
9066,"First report of Sugarcane mosaic virus in achira (Canna edulis Ker.) in Nariño, Colombia","2020","10.31910/rudca.v23.n1.2020.1461","1","23","e1461","e1461","['2619-2551', '0123-4226']"
9067,"First Report of Target Spot of Soybean Caused by <i>Corynespora cassiicola</i> in the Colombian Eastern Plains","2021","10.1094/pdis-07-20-1586-pdn","2","105","490","490","['0191-2917', '1943-7692']"
9068,"First report of Zethus schadei (Hymenoptera: Vespidae) as natural enemy of Hypsipyla grandella Zeller (Lepidoptera: Pyralidae) from Colombia","2018","10.21829/azm.2018.3412119","1","34","1","3","['2448-8445', '0065-1737']"
9069,"Flight attraction of Spodoptera littoralis (Lepidoptera, Noctuidae) to cotton headspace and synthetic volatile blends","2015","10.3389/fevo.2015.00056",NULL,"3",NULL,NULL,"['2296-701X']"
10107,"Fluctuación poblacional de trips (Frankliniella cf. gardeniae) en cultivos de mango en Tolima, Colombia","2018","10.25100/socolen.v44i2.7311","2","44","158","164","['2665-4385', '0120-0488']"
9691,"Fluidized bed drying of a granulated prototype based on a potential probiotic yeast Meyerozyma guilliermondii: Selection of process parameters and drying protectant","2017",NULL,"2","16","347","357","16652738"
10064,"Flujos de metano en suelos con coberturas de pastos en el norte de Colombia","2020","10.15517/am.v31i2.38387",NULL,"31","291","309","['2215-3608', '1659-1321']"
9860,"Fodder banks of Moringa oleifera under tropical humid forest conditions","2019","10.21930/rcta.vol20num2art:1457","2","20","207","230",NULL
9692,"Fodder production and quality of three cassava varieties under three planting densities","2016",NULL,"2","21","9","20",NULL
9070,"Foliar anatomy of ten genotypes of the plant Manihot esculenta (Euphorbiaceae)","2020","10.15517/rbt.v68i3.37650","3","68","919","919","['2215-2075', '0034-7744']"
9071,"Foliar and flowering phenology of three rubber (Hevea brasiliensis) clones in the eastern plains of Colombia","2020","10.1007/s40415-020-00644-1","4","43","813","821","['0100-8404', '1806-9959']"
6297,"Forage production and animal response in soils in the Cesar valley under a recovery process||Producción de forraje y respuesta animal en suelos del valle del Cesar en proceso de recuperación","2012",NULL,NULL,NULL,NULL,NULL,NULL
9693,"Forage production and growing goats' response under silvopastoral systems based on Guazuma ulmifolia, Leucaena leucocephala and Crescentia cujete","2013",NULL,"1","14","77","89",NULL
9694,"Forage production in tropical legumes, in the dry Colombian Caribbean region","2019",NULL,"2","42","143","151",NULL
10442,"Forage productivity and soil quality in specialized dairy under  silvopastoral systems in Tropico Alto de Colombia","2021",NULL,"12","7","14","17","2462-8050"
9695,"Forage quality and production of dry matter of Cratylia argentea (desv.) O. Kuntze harvested at three different heights and re-growth intervals","2005",NULL,"10","17",NULL,NULL,"1213784"
6307,"Forage yield of cutting grass and effect on compositional quality and yield of milk in a dry Caribbean||Rendimiento de forraje de gramíneas de corte y efecto sobre calidad composicional y producción de leche en el Caribe seco","2012",NULL,NULL,NULL,NULL,NULL,NULL
6376,"Formación, desarrollo y caracterización fenotípica de los caracteres productivos y reproductivos del hato Romosinuano del banco de germoplasma de Colombia","2013","10.21930/rcta.vol14_num2_art:503",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
9072,"Formulating bacterial endophyte: Pre-conditioning of cells and the encapsulation in amidated pectin beads","2020","10.1016/j.btre.2020.e00463",NULL,"26","e00463",NULL,"['2215-017X']"
9861,"Formulation process of a biopesticide based on the Erinnyis ello betabaculovirus ErelGV: Unit operations analysis","2021","10.24275/rmiq/proc2347","2","20","989","1004","16652738"
6380,"Fotosíntesis y rendimiento de biomasa en ají, rábano y maíz sometidos a agua tratada magnéticamente","2018","10.21930/rcta.vol19_num2_art:537",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
4668,"Frecuencia de cópula de la polilla guatemalteca de la papa Tecia solanivora (Lepidoptera: Gelechiidae)","2007",NULL,"2","32","133","140",NULL
4891,"Frecuencias alélicas para variantes SNP en el gen Nramp1 en bovinos infectados con Brucella abortus o clasificados por resistencia al patógeno","2009",NULL,"1",NULL,"43","50",NULL
6263,"Frecuencia y altura de corte sobre la calidad del Megathyrsus maximus (cv. Gatton panic)","2020",NULL,"3","21","1","11",NULL
10363,"From the laboratory to the country: Bovine pregnancy as a result of in vitro fertilization. Case report","2017","10.16925/sp.v12i24.1892","24","12","47","55","2382-4247"
9073,"Fruit quality attributes of ten Colombian blackberry (Rubus glaucus Benth.) genotypes","2020","10.15446/agron.colomb.v38n1.80559","1","38","9","18","['2357-3732', '0120-9965']"
9074,"Fruit quality in Hass avocado and its relationships with different growing areas under tropical zones","2019","10.1590/0034-737x201966050003","5","66","341","350","['2177-3491', '0034-737X']"
4901,"Frutales exóticos amazonicos.","1999",NULL,NULL,NULL,"47","48",NULL
4751,"Fuentes de fósforo en un oxisol en los Llanos Orientales de Colombia.","1979",NULL,"3",NULL,"155","162",NULL
4796,"Fundamentos de manejo de praderas para mejorar la productividad de la ganadería del trópico Colombiano.","2005",NULL,"2",NULL,"5","13",NULL
7049,"Fungal phytopathogens encode functional homologues of plant rapid alkalinization factor (RALF) peptides -","2016","10.1111/mpp.12444",NULL,"18","811","824","1364-3703"
9075,"Gas exchange efficiency in Cocoa – Spanish elm agroforestry system in the northwest Antioquia, Colombia","2020","10.15446/rfnam.v73n3.85278","3","73","9283","9291","['2248-7026', '0304-2847']"
9078,"General and Specific Combinatorial Aptitude in a F1 Population of Solanum phureja with Resistance to Phytophthora infestans","2018","10.1007/s12230-018-9688-3","1","96","55","61","['1099-209X', '1874-9380']"
9079,"Generating Within-Plant Spatial Distributions of an Insect Herbivore Based on Aggregation Patterns and Per-Node Infestation Probabilities","2015","10.1093/ee/nvu022","2","44","194","209","['0046-225X', '1938-2936']"
9080,"Genetic analysis of a potato (Solanum tuberosum L.) breeding collection for southern Colombia using Single Nucleotide Polymorphism (SNP) markers","2021","10.1371/journal.pone.0248787","3","16","e0248787",NULL,"['1932-6203']"
9081,"Genetic and Biological Analysis of Colombian
            <i>Phthorimaea operculella</i>
            Granulovirus Isolated from
            <i>Tecia solanivora</i>
            (Lepidoptera: Gelechiidae)","2010","10.1128/aem.00999-10","22","76","7617","7625","['0099-2240', '1098-5336']"
7951,"Genetic and Biological Analysis of Colombian Phthorimaea operculella Granulovirus Isolated from Tecia solanivora (Lepidoptera: Gelechiidae).-","2010",NULL,NULL,"76","7617","7625","1098-5336"
9082,"Genetic characterization of Colombian indigenous sheep","2017","10.17533/udea.rccp.v30n2a03","2","30","116","125","['0120-0690', '2256-2958']"
9696,"GENETIC COMPARISON FROM THREE SOURCES OF COCOA Theobroma cacao L. USING MICROSATELLITES MARKERS","2015",NULL,"1","13","10","18",NULL
10044,"Genetic correlations in afila pea (Pisum sativum L.)","2020",NULL,"2","44","51","61","0377-9424"
9083,"Genetic diversity and association mapping in the Colombian Central Collection of Solanum tuberosum L. Andigenum group using SNPs markers","2017","10.1371/journal.pone.0173039","3","12","e0173039",NULL,"['1932-6203']"
10195,"Genetic diversity and population structure in casanareño colombian cattle through microsatellite molecular markers","2020","10.19136/era.a7n3.2396","3","7","e2396",NULL,"2007-901X"
9084,"Genetic diversity and population structure in Physalis peruviana and related taxa based on InDels and SNPs derived from COSII and IRG markers","2015","10.1016/j.plgene.2015.09.003",NULL,"4","29","37","['2352-4073']"
9085,"GENETIC DIVERSITY ASSESSED BY PEDIGREE ANALYSIS IN THE BLANCO OREJINEGRO (BON) CATTLE BREED POPULATION FROM THE COLOMBIAN GERMPLASM BANK","2020","10.29393/chjaas36-4d30004","1","36","69","77","['0719-3890']"
9087,"Genetic diversity of Colombian sheep by microsatellite markers","2016","10.4067/s0718-58392016000100006","1","76","40","47","['0718-5839']"
6255,"Genetic diversity of the INPA germoplasm bank of camu-camu (Myrciaria dubia [H.B.K.] McVaugh) using microsatellites markers (EST-SSR)||Diversidade genética em acessos do banco de germoplasma de camu-camu (Myrciaria dúbia [H.B.K.] McVaugh) do INPA usando marcadores microssatélites (EST-SSR).","2010",NULL,NULL,NULL,NULL,NULL,NULL
9089,"Genetic gain in lint yield and its components of upland cotton released during 1963 to 2010 in Venezuela","2021","10.1002/csc2.20547","5","61","3436","3444","['0011-183X', '1435-0653']"
9090,"GENETIC INTROGRESSION OF THE RESISTANCE TO FRUIT BORER PRESENT IN SOLANUM HABROCHAITES VAR. GLABRATUM INTO SOLANUM LYCOPERSICUM 'UNAPAL-MARAVILLA'","2009","10.17660/actahortic.2009.821.8","821","821","89","94","['0567-7572', '2406-6168']"
9092,"Genetic parameters and trends for growth traits in Blanco Orejinegro cattle","2020","10.1093/tas/txaa174","3","4","1","1","['2573-2102']"
9650,"GENETIC PARAMETERS IN EGGPLANT (Solanum melongena L.)","2014",NULL,"2","17","361","369",NULL
9093,"Genetic selection indices for growth traits in Blanco-Orejinegro cattle","2021","10.1093/tas/txab133","3","5",NULL,NULL,"['2573-2102']"
9094,"Genetic structure of a Colombian cape gooseberry (Physalis peruviana L.) collection by means of microsatellite markers","2016","10.15446/agron.colomb.v34n1.52960","1","34","5","16","['2357-3732', '0120-9965']"
9697,"Genetic structure of Blanco Orejinegro (BON) cattle populations in Colombia","2021",NULL,"4","33",NULL,NULL,"1213784"
9095,"Genetic variability in Blanco Orejinegro breed cattle populations in Colombia","2013","10.4238/2013.april.10.4","2","12","1083","1094","['1676-5680']"
9091,"Genetic variability in Colombian Creole cattle populations estimated by pedigree information1","2008","10.2527/jas.2007-0175","3","86","545","552","['0021-8812', '1525-3163']"
9698,"GENETIC VARIABILITY IN Tectona grandis L.f. SEEDS OF INDIVIDUAL TREES IN THE CONFORMATION OF MIXED SEEDLOTS IN CÓRDOBA, COLOMBIA","2013",NULL,"2","16","379","389",NULL
9097,"Genetic variation analysis of the genus Passiflora L. using RAPD markers","1998","10.1023/a:1018395229851","3","101","341","347","['0014-2336']"
9098,"Genetic variation in the Solanaceae fruit bearing species lulo and tree tomato revealed by Conserved Ortholog (COSII) markers","2010","10.1590/s1415-47572010005000016","2","33","271","278","['1678-4685', '1415-4757']"
9099,"Genitalic Differentiations in Neoleucinodes elegantalis (Gueneé) (Lepidoptera: Crambidae) Associated with Solanaceae Crops in Ecuador","2017","10.3390/insects8030091","3","8","91",NULL,"['2075-4450']"
9100,"Genome Sequence of the Banana Plant Growth-Promoting Rhizobacterium Bacillus amyloliquefaciens BS006","2015","10.1128/genomea.01391-15","6","3",NULL,NULL,"['2169-8287']"
9101,"Genome Sequence of the Banana Plant Growth-Promoting Rhizobacterium Pseudomonas fluorescens PS006","2016","10.1128/genomea.00329-16","3","4",NULL,NULL,"['2169-8287']"
9102,"Genome Sequence Resource of ‘<i>Candidatus</i> Liberibacter asiaticus’ from <i>Diaphorina citri</i> Kuwayama (Hemiptera: Liviidae) in Colombia","2021","10.1094/pdis-06-20-1249-a","1","105","193","195","['0191-2917', '1943-7692']"
9096,"Genome Sequences of Multidrug-Resistant Salmonella enterica Serovar Paratyphi B (dT+) and Heidelberg Strains from the Colombian Poultry Chain","2015","10.1128/genomea.01265-15","5","3",NULL,NULL,"['2169-8287']"
9104,"Genome-wide association study for birth, weaning and yearling weight in Colombian Brahman cattle","2017","10.1590/1678-4685-gmb-2016-0017","2","40","453","459","['1678-4685', '1415-4757']"
9103,"Genome-wide association study (GWAS) for morphological and yield-related traits in an oil palm hybrid (Elaeis oleifera x Elaeis guineensis) population","2019","10.1186/s12870-019-2153-8","1","19",NULL,NULL,"['1471-2229']"
9105,"Genome-wide association study on growth traits in Colombian creole breeds and crossbreeds with Zebu cattle","2014","10.4238/2014.august.25.5","3","13","6420","6432","['1676-5680']"
9106,"Genome-Wide Association Study Reveals Novel Candidate Genes Associated with Productivity and Disease Resistance to <i>Moniliophthora</i> spp. in Cacao (<i>Theobroma cacao</i> L.)","2020","10.1534/g3.120.401153","5","10","1713","1725","['2160-1836']"
9107,"Genome-wide differential DNA methylation in tropically adapted Creole cattle and their Iberian ancestors","2018","10.1111/age.12731","1","50","15","26","['0268-9146']"
9108,"Genome-Wide SNP Identification and Association Mapping for Seed Mineral Concentration in Mung Bean (Vigna radiata L.)","2020","10.3389/fgene.2020.00656",NULL,"11",NULL,NULL,"['1664-8021']"
9109,"Genomic and Molecular Characterization of Clinical Isolates of Enterobacteriaceae Harboring
            <i>mcr-1</i>
            in Colombia, 2002 to 2016","2017","10.1128/aac.00841-17","12","61",NULL,NULL,"['0066-4804', '1098-6596']"
9110,"Genomic and phenotypic analysis of rock phosphate-solubilizing rhizobacteria","2021","10.1016/j.rhisph.2020.100290",NULL,"17","100290",NULL,"['2452-2198']"
9114,"Genomic Characterization of Extended-Spectrum Cephalosporin-Resistant Salmonella enterica in the Colombian Poultry Chain","2018","10.3389/fmicb.2018.02431",NULL,"9",NULL,NULL,"['1664-302X']"
9115,"Genomic characterization of the nucleus for conservation of the Chino Santandereano breed using SNP markers","2021","10.1007/s11250-021-02936-4","5","53",NULL,NULL,"['0049-4747', '1573-7438']"
9116,"Genomic comparison between Xanthomonas oryzae pv. oryzae and Xanthomonas oryzae pv. oryzicola, using suppression-subtractive hybridization","2010","10.1111/j.1574-6968.2010.01985.x","1","308","16","23","['0378-1097', '1574-6968']"
9117,"Genotype by Environment Effects on Potato Mini-Tuber Seed Production in an Aeroponics System","2014","10.3390/agronomy4040514","4","4","514","528","['2073-4395']"
10428,"Genotype-environment interaction for production characteristics in cherry tomato (Solanum spp.)","2021","10.17584/rcch.2021v15i2.12608","2","15","e12608","e12608","2422-3719"
9119,"Genotype reaction of Solanum tuberosum, andigena and phureja groups to late blight (Phytophthora infestans Mont. De Bary)","2019","10.22267/rcia.1936e.113","E","36","138","157","['2256-2273', '0120-0135']"
9120,"Genotypic and environmental factors influence the proximate composition and quality attributes of sweetpotato (Ipomoea batatas L.)","2020","10.1186/s40066-020-00268-4","1","9",NULL,NULL,"['2048-7010']"
9121,"Genotyping by Sequencing and Genome–Environment Associations in Wild Common Bean Predict Widespread Divergent Adaptation to Drought","2018","10.3389/fpls.2018.00128",NULL,"9",NULL,NULL,"['1664-462X']"
9699,"Geographical distribution of Neoleucinodes elegantalis (Lepidoptera: Crambidae) in Colombia","2011",NULL,"1","37","71","76","1200488"
9700,"Geographical distribution of the giant African snail in agricultural farms of Valle del Cauca, Colombia","2020",NULL,"1","47","5","12",NULL
9122,"Geographic Differentiation and Population Genetic Structure of <i>Moniliophthora roreri</i> in the Principal Cocoa Production Areas in Colombia","2016","10.1094/pdis-12-15-1498-re","8","100","1548","1558","['0191-2917', '1943-7692']"
9123,"Geographic Differentiation of Colombian <i>Neoleucinodes elegantalis</i> (Lepidoptera: Crambidae) Haplotypes: Evidence for Solanaceae Host Plant Association and Holdridge Life Zones for Genetic Differentiation","2013","10.1603/an12111","5","106","586","597","['1938-2901', '0013-8746']"
9124,"Geographic patterns of genomic diversity and structure in the C4 grass <i>Panicum hallii</i> across its natural distribution","2021","10.1093/aobpla/plab002","2","13",NULL,NULL,"['2041-2851']"
